xcar,vcar,acar,ttccar,xped,vped,aped,ttcped,roadtype,belief
6.134246568,8.32471,-1.1367,0.736872103,7.099370834,1.24733,-0.05144,5.69165404,1,1
4.494325639,8.10531,-1.08584,0.554491517,6.848983513,1.23451,-0.05359,5.547936844,1,1
2.897301604,7.90788,-1.04026,0.366381585,6.605175365,1.22201,-0.04747,5.405172924,1,1
1.336889801,7.73807,-1.0104,0.172767861,6.362244019,1.21454,-0.04719,5.238398093,1,1
30.28849834,7.03232,-1.72214,4.307042106,8.412823004,1.31887,-0.01892,6.37881141,1,0.928571429
28.91357137,6.67994,-1.79892,4.328417825,8.149004773,1.31478,0.02932,6.197998732,1,0.857142857
27.61107167,6.30768,-1.84551,4.377373562,7.888929795,1.32883,0.07743,5.936748715,1,0.857142857
26.38377521,5.92353,-1.83048,4.4540629,7.619569763,1.35457,0.09761,5.6250838,1,0.857142857
25.23988781,5.55005,-1.7307,4.547686564,7.346845854,1.38235,0.08924,5.314750862,1,0.857142857
24.16955824,5.21219,-1.5848,4.637121486,7.065686801,1.40752,0.04488,5.019954815,1,0.714285714
23.15903441,4.90957,-1.43918,4.717120728,6.776006164,1.41392,-0.02565,4.792354705,1,0.714285714
22.20519409,4.63487,-1.30498,4.790899009,6.490699765,1.39657,-0.08097,4.64760074,1,0.642857143
21.30454735,4.38764,-1.18602,4.855582352,6.214006305,1.37121,-0.10365,4.531768515,1,0.571428571
20.44876186,4.16247,-1.08872,4.912650867,5.939579432,1.34096,-0.09446,4.429348699,1,0.571428571
19.63732346,3.9534,-1.00479,4.96719873,5.677459008,1.31764,-0.04475,4.308808937,1,0.5
18.86730881,3.76312,-0.93733,5.01374094,5.417845001,1.31414,0.01979,4.122730455,1,0.428571429
18.1330909,3.58456,-0.89546,5.05866575,5.153590006,1.32496,0.07756,3.889619314,1,0.428571429
17.43209375,3.41245,-0.882,5.108380709,4.888807796,1.34958,0.12352,3.622466098,1,0.357142857
16.76323593,3.23447,-0.88003,5.182684004,4.615110954,1.38415,0.14112,3.33425637,1,0.285714286
16.13450136,3.0544,-0.85626,5.282379964,4.331570432,1.41266,0.13984,3.066251209,1,0.285714286
15.54208015,2.88467,-0.81502,5.387819109,4.048802694,1.44045,0.14073,2.810790166,1,0.142857143
14.9801087,2.72222,-0.76244,5.502901565,3.757912672,1.47093,0.13175,2.554786885,1,0.142857143
14.45029134,2.56967,-0.68823,5.623403526,3.461150698,1.49864,0.1068,2.30952777,1,0.142857143
13.95513651,2.44059,-0.59815,5.717935626,3.157177904,1.52157,0.05986,2.074947524,1,0.071428571
13.47999816,2.33619,-0.53959,5.770077846,2.845568128,1.52587,0.00414,1.864882413,1,0.071428571
13.02393128,2.24096,-0.53357,5.811764277,2.538289025,1.51397,-0.0242,1.676578152,1,0.071428571
12.58340242,2.14174,-0.58614,5.87531746,2.240735639,1.50715,-0.02196,1.486736979,1,0.071428571
12.16524576,2.02436,-0.68186,6.009428047,1.937423792,1.5065,-0.02349,1.286043008,1,0
11.76918186,1.87957,-0.80144,6.261635299,1.636804696,1.50435,-0.02933,1.088047792,1,0
11.40712756,1.70171,-0.89747,6.703332274,1.335012223,1.50142,-0.04183,0.889166405,1,0
11.08287845,1.50287,-0.93299,7.3744758,1.031160186,1.4906,-0.05298,0.691775249,1,0
10.80122149,1.30093,-0.88496,8.302692299,0.736615952,1.47941,-0.04904,0.497911973,1,0
10.56249777,1.11668,-0.74554,9.458840286,0.441897979,1.47246,-0.04622,0.300108647,1,0
10.35990034,0.97611,-0.5441,10.6134558,0.146494126,1.46306,-0.0475,0.100128584,1,0.035714286
29.84400444,8.03246,-0.19664,3.715425217,6.291099064,1.54433,0.49399,4.073675357,1,1
28.23303948,8.02457,-0.40288,3.518324281,5.969707829,1.64759,0.45868,3.623296954,1,1
26.61809066,7.93093,-0.76629,3.356238255,5.631135406,1.74304,0.39626,3.230640379,1,1
25.04349888,7.73936,-1.13583,3.235861735,5.268698794,1.8199,0.30893,2.895048516,1,1
23.51536027,7.46786,-1.44172,3.14887535,4.899147669,1.87519,0.22542,2.612614012,1,1
22.055897,7.13936,-1.64035,3.089338121,4.517957723,1.91714,0.14277,2.356613353,1,1
20.67074259,6.79446,-1.76693,3.042293661,4.129058987,1.94015,0.06268,2.128216368,1,0.928571429
19.34681721,6.43073,-1.88575,3.008494714,3.736884527,1.94509,-0.00453,1.921188493,1,0.785714286
18.09797073,6.04078,-1.99395,2.995965874,3.345415208,1.93285,-0.04299,1.730819882,1,0.785714286
16.92633623,5.62509,-2.07209,3.009078296,2.962688209,1.91838,-0.04473,1.544369838,1,0.714285714
15.84150857,5.19116,-2.08149,3.051631731,2.5815913,1.90859,-0.02785,1.35261701,1,0.642857143
14.84861148,4.76209,-1.99993,3.118087118,2.203588021,1.90788,-0.00917,1.154992987,1,0.571428571
13.94428357,4.36839,-1.85919,3.192087604,1.820456128,1.91079,-0.00719,0.952724333,1,0.357142857
13.10919486,4.0141,-1.72928,3.265786816,1.437428127,1.90985,-0.01454,0.752639279,1,0.357142857
12.34001042,3.68378,-1.63579,3.34982285,1.056975574,1.90881,-0.02797,0.55373535,1,0.214285714
11.63341991,3.36866,-1.58065,3.453426557,0.676624,1.90558,-0.05601,0.355075095,1,0.142857143
10.98635448,3.05453,-1.54251,3.596741389,0.294833921,1.89617,-0.10645,0.155489182,1,0.071428571
22.27772083,0.43336,0.56627,51.40696149,7.983880926,1.24727,-0.06919,6.40108471,1,0.714285714
22.1809563,0.56616,0.73181,39.1778937,7.738930483,1.23159,-0.04668,6.283690581,1,0.642857143
22.05328083,0.73338,0.85755,30.07074208,7.492006426,1.22377,-0.02193,6.122070671,1,0.571428571
21.88597696,0.91928,0.93641,23.80773754,7.248299552,1.21847,0.01117,5.948689383,1,0.428571429
21.68292996,1.11682,0.98361,19.4148833,7.007665256,1.22692,0.04482,5.711591021,1,0.357142857
21.43727293,1.31961,1.00291,16.24515798,6.758489811,1.24137,0.05888,5.444379847,1,0.285714286
21.15334434,1.52358,1.0075,13.8839735,6.510805904,1.25621,0.06348,5.182896096,1,0.285714286
20.83036433,1.72827,0.99761,12.05272575,6.257815273,1.27455,0.04774,4.909823289,1,0.357142857
20.46747489,1.93687,0.94818,10.56729408,5.997795065,1.28038,0.01986,4.684386717,1,0.357142857
20.05630356,2.12943,0.83403,9.418625437,5.742403071,1.28134,0.00025,4.481560765,1,0.357142857
19.61024039,2.28498,0.69416,8.582237216,5.484641557,1.27667,-0.01064,4.296052666,1,0.285714286
19.13681128,2.40639,0.57238,7.952497842,5.231422565,1.27066,-0.00325,4.117090776,1,0.285714286
18.64830125,2.50758,0.48975,7.436772208,4.978865011,1.27236,0.00939,3.913094573,1,0.285714286
18.13888381,2.59942,0.42192,6.978050415,4.720891179,1.27268,0.02132,3.709409419,1,0.285714286
17.61280777,2.68084,0.35056,6.56988398,4.469043058,1.27619,0.04844,3.501863404,1,0.214285714
17.06978846,2.74918,0.25792,6.209047229,4.213550832,1.29096,0.07309,3.263889534,1,0.214285714
16.51373145,2.79529,0.14265,5.907698826,3.950481059,1.3052,0.09276,3.026724685,1,0.214285714
15.9479326,2.80997,0.0268,5.675481446,3.690882479,1.32539,0.12128,2.784752019,1,0.214285714
15.38542093,2.79898,-0.05189,5.496795593,3.423301853,1.35463,0.14192,2.527112092,1,0.142857143
14.82937244,2.77646,-0.08269,5.341107901,3.15025078,1.387,0.15132,2.271269488,1,0.142857143
14.27824307,2.75687,-0.08571,5.179149929,2.87117629,1.42634,0.13556,2.012967659,1,0.142857143
13.72871918,2.73906,-0.08177,5.012200967,2.576373617,1.4555,0.0833,1.770095237,1,0
13.18441394,2.7249,-0.07829,4.838494602,2.281691678,1.46431,0.0298,1.55820262,1,0
12.63844049,2.70998,-0.08507,4.663665597,1.988405611,1.46265,-0.00795,1.359454149,1,0
12.09653535,2.688,-0.08059,4.500199161,1.69831713,1.45542,-0.02745,1.166891433,1,0
11.56452439,2.6731,-0.05774,4.326259544,1.407713643,1.44721,-0.0385,0.972708621,1,0
11.03277853,2.66839,-0.04859,4.13461995,1.117780793,1.43358,-0.03648,0.779712882,1,0
10.49941128,2.66502,-0.07418,3.939712002,0.835502457,1.42481,-0.01466,0.586395699,1,0
9.964082757,2.64984,-0.13118,3.760258263,0.551619528,1.42784,0.00165,0.386331472,1,0
9.437213231,2.61883,-0.19352,3.603599023,0.26342577,1.43006,0.00434,0.184206096,1,0
30.7769572,11.47335,-0.03337,2.682473489,9.301416236,3.00436,-0.12735,3.095972598,1,1
28.47164046,11.50988,-0.28233,2.473669618,8.699888572,2.98165,-0.22459,2.917810129,1,1
26.16055719,11.45434,-0.7776,2.283899132,8.104626655,2.94159,-0.34538,2.755185683,1,1
23.86701394,11.25121,-1.37887,2.121284195,7.520101619,2.88233,-0.50259,2.609035613,1,1
21.65082161,10.91438,-1.9222,1.983696886,6.944522263,2.78344,-0.70354,2.494942324,1,1
19.5250733,10.50016,-2.44735,1.859502455,6.395175702,2.63334,-0.91615,2.428541587,1,1
17.47549117,9.99077,-3.09084,1.749163595,5.878767277,2.4275,-1.10206,2.421737292,1,1
15.52488749,9.32306,-3.84568,1.665213727,5.414229991,2.17854,-1.2132,2.485256177,1,0.928571429
13.72027518,8.46204,-4.54584,1.621390962,5.002872798,1.90824,-1.23019,2.621720957,1,1
12.11674618,7.44934,-4.99521,1.62655298,4.648829386,1.63661,-1.13248,2.840523635,1,1
10.74061565,6.37614,-5.12665,1.684501226,4.344392784,1.39167,-0.90914,3.121711889,1,1
9.577872198,5.31478,-5.00745,1.802120163,4.087842379,1.20176,-0.55025,3.401546381,1,0.928571429
8.619167322,4.30282,-4.70639,2.003143827,3.86798674,1.11309,-0.09704,3.474999092,1,0.857142857
7.856772327,3.36692,-4.25169,2.333519159,3.651187696,1.13688,0.36352,3.211585828,1,0.857142857
7.267803161,2.53611,-3.67082,2.865728679,3.41816771,1.26036,0.77523,2.712056642,1,0.785714286
6.835073665,1.83409,-2.97326,3.726683895,3.153511523,1.47527,1.08827,2.137582627,1,0.714285714
6.535418706,1.29151,-2.19031,5.060292763,2.828910087,1.74497,1.25609,1.621179783,1,0.571428571
6.332602797,0.93758,-1.43375,6.754199959,2.449576027,2.0306,1.29314,1.206331147,1,0.285714286
6.167812548,0.73935,-0.84137,8.342209438,2.012148693,2.31189,1.21256,0.870347937,1,0.142857143
6.017061817,0.62516,-0.39761,9.62483495,1.52094166,2.56096,1.03652,0.593895125,1,0.142857143
5.884963766,0.56299,0.04779,10.45305204,0.981723961,2.76124,0.7933,0.355537353,1,0.142857143
5.780593788,0.60351,0.5807,9.578289983,0.407106991,2.89625,0.52843,0.140563484,1,0.142857143
13.56763145,5.57769,-1.89092,2.432482165,3.204735524,0.3539,-0.13629,9.055483254,1,0.928571429
12.49099472,5.18159,-1.9834,2.410648993,3.139324622,0.35026,-0.01614,8.96284081,1,0.928571429
11.49674183,4.77383,-2.03783,2.408284716,3.069429571,0.37064,0.02839,8.281430961,1,0.857142857
10.58252493,4.35716,-2.06519,2.428766658,2.991096529,0.39288,-0.0113,7.613257302,1,0.928571429
9.754539577,3.93846,-2.06096,2.476739532,2.900089411,0.38357,-0.09639,7.560782676,1,0.928571429
9.010529809,3.5273,-2.04127,2.554511895,2.819141553,0.33771,-0.13121,8.347817811,1,0.928571429
8.340731866,3.11593,-2.01443,2.676803351,2.760178647,0.29427,-0.06622,9.379748691,1,0.857142857
7.758862102,2.70859,-1.9464,2.864539152,2.706051002,0.28315,0.06345,9.556952151,1,0.785714286
7.256703674,2.32088,-1.83896,3.126703524,2.642779709,0.30866,0.21704,8.562106229,1,0.714285714
6.833400175,1.96404,-1.71308,3.479257131,2.564544828,0.36459,0.38338,7.034051476,1,0.642857143
6.473291989,1.63486,-1.60303,3.959539036,2.479408506,0.45499,0.57627,5.449369229,1,0.428571429
6.169972506,1.31545,-1.49053,4.690389225,2.380713994,0.59639,0.77486,3.991874435,1,0.285714286
5.935320582,1.01163,-1.30334,5.867086368,2.248204455,0.78858,0.92045,2.850952921,1,0.214285714
5.764837702,0.75914,-1.03346,7.59390587,2.067907707,1.00423,0.97441,2.059197302,1,0.214285714
5.638207101,0.57777,-0.73683,9.758566733,1.84515514,1.2212,0.9394,1.51093608,1,0.142857143
5.541107143,0.46598,-0.47813,11.89129822,1.579600582,1.42197,0.82037,1.110853662,1,0.142857143
5.456172872,0.40625,-0.30957,13.43057938,1.273947413,1.58678,0.6299,0.802850687,1,0.071428571
5.371657428,0.36273,-0.22755,14.80896928,0.937672111,1.69691,0.40475,0.552576218,1,0.071428571
5.299678413,0.32094,-0.16681,16.51298814,0.587305937,1.7521,0.19386,0.335201151,1,0.071428571
5.23892462,0.29166,-0.09685,17.96243784,0.231445533,1.75901,0.03585,0.131577156,1,0.071428571
20.9693206,5.70437,-0.14,3.676009902,8.446661626,1.34906,0.04231,6.261146002,1,1
19.83991721,5.69008,-0.15199,3.486755408,8.169857804,1.35406,-0.00646,6.033601025,1,1
18.69974081,5.67405,-0.26651,3.295660209,7.901074562,1.34525,-0.04016,5.873313185,1,1
17.56874602,5.61853,-0.46058,3.126929289,7.635240967,1.33665,-0.06853,5.712221574,1,0.928571429
16.45670271,5.52248,-0.7223,2.979947906,7.363255144,1.31581,-0.09897,5.595986612,1,1
15.36364355,5.36715,-1.06788,2.862532918,7.10190688,1.28181,-0.09165,5.540530094,1,1
14.30335254,5.12357,-1.46127,2.791677003,6.849355793,1.2564,-0.03889,5.451572583,1,1
13.30438732,4.78483,-1.81026,2.780535007,6.598792978,1.24875,0.0394,5.284318701,1,0.857142857
12.38636783,4.37879,-2.05529,2.828719311,6.346425727,1.26252,0.12141,5.02679223,1,0.857142857
11.55622696,3.93605,-2.19387,2.935995977,6.087453975,1.29612,0.18513,4.696674671,1,0.785714286
10.81659515,3.47666,-2.24664,3.111203036,5.81882691,1.34004,0.22057,4.342278521,1,0.785714286
10.16476408,3.01236,-2.22782,3.374352361,5.541677575,1.38828,0.23043,3.991757841,1,0.785714286
9.609377884,2.55566,-2.11995,3.760037675,5.255972964,1.43634,0.21773,3.6592819,1,0.785714286
9.145360506,2.13609,-1.94211,4.281355423,4.962178594,1.48019,0.18497,3.352392999,1,0.5
8.759071311,1.76018,-1.73317,4.97623613,4.658846845,1.51282,0.13888,3.079577772,1,0.428571429
8.445438035,1.43562,-1.52536,5.882780983,4.353517969,1.53457,0.09681,2.836962777,1,0.285714286
8.183066121,1.15063,-1.35312,7.111813634,4.046332621,1.55018,0.0604,2.610234051,1,0.142857143
7.978480021,0.89153,-1.18733,8.949199714,3.735926998,1.56219,0.01769,2.391467746,1,0.142857143
7.82361809,0.6673,-1.01587,11.72428906,3.419165416,1.5627,-0.03533,2.187985804,1,0
7.709551219,0.47802,-0.84458,16.12809342,3.105131184,1.54358,-0.06903,2.011642535,1,0
7.632716091,0.32554,-0.6777,23.44632331,2.801187939,1.52506,-0.07199,1.836772283,1,0
7.57845088,0.20475,-0.52834,37.01319111,2.499521303,1.51276,-0.06977,1.652292038,1,0
7.546830273,0.11334,-0.39282,66.58576207,2.195456844,1.50483,-0.08865,1.458940109,1,0
7.531417585,0.1,-0.26572,75.31417585,1.891217461,1.48317,-0.12012,1.27511847,1,0
7.528052717,0.1,-0.14774,75.28052717,1.599297206,1.45657,-0.14341,1.097988566,1,0
7.526812969,0.1,-0.05802,75.26812969,1.301835563,1.41758,-0.15558,0.918350684,1,0
7.524260877,0.1,-0.00107,75.24260877,1.019973507,1.37015,-0.10641,0.744424703,1,0
7.522178826,0.1,0.02065,75.22178826,0.756020632,1.35251,0.00077,0.558976002,1,0
7.515369719,0.1,0.008,75.15369719,0.479729876,1.36969,0.08776,0.350247046,1,0
7.512066695,0.1,0.00447,75.12066695,0.202583498,1.39554,0.15597,0.145164953,1,0
29.07102102,4.75256,0.20382,6.116918255,5.931453034,0.50678,-0.05397,11.70419716,1,0.857142857
28.11005877,4.81272,0.12723,5.840784165,5.830173985,0.50075,0.04023,11.64288364,1,0.857142857
27.13787501,4.83664,-0.0358,5.610894136,5.730938295,0.51714,0.14838,11.08198611,1,0.857142857
26.16570415,4.81095,-0.21496,5.438781145,5.626171331,0.5613,0.24965,10.02346576,1,0.785714286
25.20970948,4.74648,-0.35468,5.311243169,5.508386343,0.62746,0.32072,8.778864538,1,0.785714286
24.27245479,4.66399,-0.46178,5.204225307,5.375342192,0.70518,0.35239,7.622652645,1,0.857142857
23.34914656,4.5641,-0.5686,5.11582712,5.227926292,0.78708,0.34149,6.642179056,1,0.857142857
22.44472802,4.43801,-0.67014,5.057385634,5.062414708,0.86425,0.27935,5.85758138,1,0.785714286
21.57120488,4.29071,-0.74179,5.027420843,4.875447488,0.91607,0.17834,5.322134212,1,0.785714286
20.73086723,4.13379,-0.78116,5.01497832,4.682800718,0.93305,0.09309,5.018810051,1,0.714285714
19.91968522,3.97255,-0.80387,5.014332159,4.496267877,0.93497,0.06009,4.808996949,1,0.714285714
19.14164225,3.80862,-0.81318,5.025873478,4.311199362,0.93975,0.06858,4.587602407,1,0.571428571
18.3950653,3.64038,-0.80199,5.05306185,4.123730274,0.95384,0.09334,4.323293502,1,0.571428571
17.68528522,3.47873,-0.76343,5.083833819,3.93263685,0.97695,0.11437,4.025422847,1,0.571428571
17.00962439,3.33463,-0.72578,5.100903066,3.732639216,1.0012,0.12518,3.728165417,1,0.571428571
16.35418764,3.19761,-0.72672,5.114503532,3.52831295,1.02465,0.13988,3.443432343,1,0.5
15.72539376,3.04962,-0.74363,5.156509257,3.319662954,1.05241,0.16069,3.154343796,1,0.357142857
15.12907973,2.8941,-0.73976,5.227559426,3.104626469,1.08266,0.18789,2.867591367,1,0.285714286
14.56960392,2.74621,-0.70922,5.305349524,2.887930944,1.12236,0.22177,2.573087908,1,0.214285714
14.03367621,2.60801,-0.68119,5.380990185,2.662046066,1.17657,0.23369,2.262547971,1,0.142857143
13.52593884,2.47505,-0.65877,5.464915392,2.422020504,1.23354,0.19748,1.963471394,1,0.142857143
13.04378707,2.34685,-0.64604,5.557997772,2.166118069,1.27344,0.11392,1.700997353,1,0.071428571
12.58500374,2.21679,-0.63737,5.677129425,1.90580685,1.28818,0.01136,1.479456947,1,0.071428571
12.15312497,2.08624,-0.61245,5.825372424,1.643176338,1.27471,-0.07861,1.289058953,1,0
11.74962693,1.96266,-0.56072,5.98658297,1.386529245,1.23652,-0.11496,1.121315664,1,0
11.36972759,1.85533,-0.49565,6.128143023,1.146493837,1.20329,-0.08414,0.952799273,1,0
11.00905092,1.76101,-0.42797,6.251555028,0.915271713,1.19703,-0.0379,0.764618859,1,0
10.66330831,1.68109,-0.36317,6.343091871,0.673294722,1.2059,-0.04125,0.558333794,1,0
10.33530711,1.61349,-0.2947,6.405560064,0.429850505,1.20411,-0.08836,0.356986077,1,0
10.02409053,1.56772,-0.24039,6.394056676,0.181168572,1.17855,-0.14911,0.153721584,1,0
22.08600236,3.94407,-0.20609,5.599799789,7.492115149,1.33888,0.06357,5.595807801,1,1
21.29976055,3.90401,-0.22263,5.455867313,7.223073704,1.35465,-0.0168,5.332058985,1,0.928571429
20.52227463,3.85525,-0.23644,5.323202031,6.950724356,1.35231,-0.13564,5.139889786,1,0.857142857
19.7571106,3.80558,-0.23608,5.191616153,6.676656033,1.31321,-0.27442,5.084225701,1,0.928571429
19.00162707,3.75941,-0.23219,5.054417335,6.41808278,1.23803,-0.38592,5.184109255,1,0.928571429
18.25511564,3.71501,-0.23526,4.91388062,6.173534779,1.13752,-0.44314,5.427187899,1,0.928571429
17.5160071,3.66875,-0.2493,4.77438013,5.947745345,1.01151,-0.3867,5.880065788,1,0.857142857
16.78667729,3.61769,-0.26803,4.640164659,5.767056798,0.91591,-0.16964,6.29653219,1,0.857142857
16.06908688,3.56293,-0.28736,4.510076503,5.60811305,0.91239,0.10505,6.146618277,1,0.857142857
15.36484169,3.508,-0.31713,4.379943471,5.421467659,0.97833,0.29289,5.541553115,1,0.857142857
14.67023319,3.44881,-0.38125,4.253708726,5.214470543,1.06777,0.37931,4.883514749,1,0.785714286
13.98736449,3.37362,-0.49098,4.146099586,4.988781863,1.16173,0.38859,4.294269635,1,0.714285714
13.32181801,3.27134,-0.64176,4.072281699,4.744906194,1.24671,0.34532,3.805942195,1,0.642857143
12.67943073,3.13468,-0.82659,4.044888386,4.485377007,1.31389,0.27461,3.413814708,1,0.428571429
12.06651272,2.95392,-1.02913,4.084915206,4.215845842,1.36197,0.19944,3.095402866,1,0.428571429
11.49396489,2.72583,-1.21669,4.21668442,3.940284706,1.39479,0.12963,2.825002119,1,0.357142857
10.97253881,2.45824,-1.35567,4.463575082,3.657596547,1.41312,0.06543,2.588312774,1,0.357142857
10.50940628,2.16546,-1.42495,4.853198063,3.373699564,1.41685,0.01661,2.381126841,1,0.285714286
10.10589063,1.8653,-1.42176,5.41783661,3.090817839,1.4125,-0.01219,2.188189621,1,0.214285714
9.761007363,1.57018,-1.34458,6.216489423,2.809078876,1.40427,-0.02247,2.000383741,1,0.071428571
9.475730988,1.29669,-1.18577,7.307630188,2.528987439,1.39562,-0.01455,1.812088849,1,0.071428571
9.244924121,1.06811,-0.96214,8.655404519,2.251712845,1.39224,0.00703,1.617330952,1,0.071428571
9.054824507,0.89674,-0.72065,10.09749148,1.974380984,1.39654,0.03025,1.413766154,1,0
8.891576452,0.78217,-0.51601,11.3678311,1.696367488,1.40981,0.03957,1.203259651,1,0
8.742627728,0.70369,-0.37631,12.42397608,1.412954202,1.4231,0.02286,0.992870636,1,0
8.606597154,0.64584,-0.29304,13.32620642,1.12481315,1.42941,-0.01879,0.786907291,1,0
8.480492045,0.59754,-0.25117,14.19234201,0.836981658,1.42003,-0.06547,0.58941125,1,0
8.363387354,0.55122,-0.23095,15.17250345,0.552092123,1.3976,-0.09655,0.395028709,1,0
8.256363001,0.50476,-0.21042,16.35700729,0.272374833,1.36624,-0.09192,0.199360897,1,0
8.159848755,0.46247,-0.17766,17.64406071,0.004542033,1.33817,-0.03224,0.003394213,1,0.035714286
29.85590124,6.14193,-1.02514,4.860996663,7.719676602,1.30755,-0.026,5.903924593,1,1
28.65095998,5.9247,-1.12268,4.835849913,7.452454754,1.29997,-0.07348,5.732789798,1,1
27.48774234,5.68869,-1.20086,4.83199864,7.194343962,1.27779,-0.11188,5.630302289,1,1
26.37542357,5.43796,-1.24939,4.850242292,6.940651358,1.24904,-0.13553,5.5567887,1,1
25.31137312,5.17876,-1.26802,4.887535456,6.692283187,1.21418,-0.13903,5.511771885,1,1
24.30400326,4.91954,-1.24812,4.940299959,6.457762082,1.18508,-0.11974,5.449220375,1,1
23.34568204,4.67027,-1.20757,4.998786374,6.223801064,1.16792,-0.11295,5.328961798,1,0.857142857
22.43558548,4.43053,-1.15497,5.063860413,5.986327958,1.14256,-0.12025,5.239399207,1,0.857142857
21.57383228,4.2029,-1.09058,5.133082462,5.760069002,1.11029,-0.10286,5.187895957,1,0.857142857
20.75593484,3.99233,-1.02814,5.198952701,5.541374913,1.08681,-0.05574,5.098752232,1,0.785714286
19.97581961,3.79017,-0.97124,5.270428401,5.324193073,1.07369,0.01656,4.958780535,1,0.571428571
19.23694206,3.59872,-0.90499,5.345495636,5.11344187,1.08223,0.11233,4.724912329,1,0.571428571
18.53645629,3.42406,-0.83304,5.413589799,4.89616806,1.11865,0.19913,4.376854297,1,0.5
17.86736798,3.26314,-0.7643,5.475513763,4.666155199,1.17125,0.25718,3.983910522,1,0.5
17.22770946,3.11298,-0.68995,5.534153597,4.426489103,1.2342,0.28566,3.586524958,1,0.428571429
16.61897921,2.97748,-0.59436,5.581558638,4.17175497,1.29953,0.28039,3.210202896,1,0.357142857
16.03709006,2.86585,-0.48105,5.595927931,3.902529153,1.35403,0.25812,2.882158559,1,0.357142857
15.47534418,2.78185,-0.37117,5.562968592,3.629824284,1.40563,0.23657,2.582346908,1,0.285714286
14.92595502,2.7213,-0.28725,5.484862022,3.342956515,1.45442,0.19995,2.298480848,1,0.071428571
14.38714082,2.67555,-0.23688,5.377264795,3.046347284,1.49082,0.15377,2.04340382,1,0.071428571
13.85562701,2.63678,-0.22222,5.25475277,2.745023825,1.51936,0.10355,1.806697442,1,0
13.33022959,2.59504,-0.2346,5.136810836,2.435831027,1.53395,0.05036,1.587946821,1,0
12.81751689,2.55016,-0.26171,5.026161844,2.129575879,1.53668,0.01241,1.385829112,1,0
12.31238389,2.49945,-0.31384,4.926037284,1.821668532,1.53632,-0.01907,1.185735089,1,0
11.81719599,2.43401,-0.38808,4.855031816,1.511728045,1.52503,-0.04035,0.991277578,1,0
11.33629662,2.3491,-0.46849,4.825804188,1.211980275,1.51434,-0.04085,0.800335641,1,0
10.87521103,2.24513,-0.53467,4.843911501,0.90964671,1.50781,-0.04365,0.60329001,1,0
10.43786322,2.12881,-0.57351,4.903144581,0.608526177,1.49787,-0.04858,0.406261009,1,0
10.02654799,2.01164,-0.5944,4.984265571,0.308925797,1.48676,-0.05207,0.207784576,1,0
9.636951558,1.89294,-0.61983,5.09099684,0.009424684,1.47,-0.04269,0.00641135,1,0
17.3486138,4.97262,0.02462,3.48882758,7.00878633,1.48625,-0.0359,4.715751946,1,0.857142857
16.35751505,4.9537,-0.15514,3.302080273,6.713274149,1.48693,-0.03446,4.514855541,1,0.857142857
15.37772576,4.91186,-0.31365,3.130733725,6.411092102,1.4824,-0.05328,4.324805789,1,0.785714286
14.405998,4.8487,-0.5161,2.971105244,6.116246608,1.46948,-0.06681,4.162184316,1,0.785714286
13.44200465,4.73726,-0.79411,2.837506207,5.822814739,1.4553,-0.07474,4.001109558,1,0.714285714
12.50352768,4.55095,-1.10072,2.747454417,5.53388045,1.43691,-0.07059,3.851236646,1,0.714285714
11.61712269,4.29811,-1.36676,2.702844435,5.24881043,1.42399,-0.06003,3.685988266,1,0.785714286
10.78804206,3.99892,-1.58639,2.697738904,4.963542174,1.40856,-0.04342,3.523841493,1,0.785714286
10.02249327,3.66106,-1.77562,2.737593285,4.685155633,1.39998,-0.01429,3.346587546,1,0.785714286
9.32453016,3.28674,-1.9422,2.837014841,4.403641512,1.39705,0.01591,3.152100148,1,0.642857143
8.702568966,2.87229,-2.05803,3.02983646,4.125897467,1.40069,0.05215,2.945617851,1,0.5
8.165530353,2.43169,-2.07175,3.357965182,3.841900545,1.4122,0.08464,2.720507396,1,0.428571429
7.722076577,1.99202,-1.93106,3.876505546,3.557847705,1.42694,0.12615,2.493340789,1,0.357142857
7.370003603,1.60132,-1.6349,4.602455226,3.271336921,1.45621,0.17192,2.246473325,1,0.285714286
7.09076997,1.29659,-1.25359,5.468783478,2.975450725,1.49492,0.20995,1.990374552,1,0.285714286
6.859095677,1.08334,-0.87427,6.33143397,2.674040796,1.54478,0.23617,1.731017229,1,0.214285714
6.663055251,0.95026,-0.54415,7.011823344,2.359291226,1.60111,0.23492,1.473534751,1,0.071428571
6.487706421,0.89026,-0.32117,7.287428865,2.032905663,1.65552,0.20222,1.227955967,1,0.071428571
6.317781347,0.87526,-0.27721,7.21817671,1.694545932,1.69999,0.13856,0.996797588,1,0
6.132884785,0.84515,-0.44542,7.256563669,1.348446169,1.72565,0.05639,0.781413478,1,0
5.940640897,0.71912,-0.67403,8.260986896,0.995211708,1.72633,-0.02451,0.576489841,1,0
5.809691433,0.51845,-0.68212,11.20588568,0.650854919,1.70822,-0.07094,0.381013523,1,0
5.739194465,0.36092,-0.42918,15.9015695,0.311265851,1.68603,-0.08561,0.184614658,1,0
16.71112468,3.36502,-1.65282,4.966129379,8.387691793,1.3153,-0.01318,6.377018013,1,0.928571429
16.07265227,3.02169,-1.59842,5.319093708,8.122652357,1.3144,-0.01742,6.179741599,1,0.857142857
